year,employer_class,unit,price_basis,accounting_basis,legal_employer_rate_total,legal_due,recorded_cga_employer_revenue,timing_adjustments,arrears_corrections,base_definition_adjustment,perimeter_adjustment,legal_compliance_gap,economic_benchmark_rate_total,economic_benchmark_due,economic_benchmark_gap,source_ids,legal_rate_basis,economic_benchmark_basis,missing_inputs,claim_permitted,status,notes
2004,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2004,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2004,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2005,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2005,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2005,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2005,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2006,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.000,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2006,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.130,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2006,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2006,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2007,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.000,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2007,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2007,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.075,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2007,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2008,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.000,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2008,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2008,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.110,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2008,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2009,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.075,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2009,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2009,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.110,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2009,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.075,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2010,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2010,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2010,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.110,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2010,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2011,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2011,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2011,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2011,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2012,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2012,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2012,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2012,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.150,,,,,,,,0.2375,,,TC_ACORDAO_362_2016;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2013,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.200,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2013,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.200,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2013,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.200,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2013,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.200,,,,,,,,0.2375,,,TC_ACORDAO_255_2020;DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2014,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2014,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2014,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2014,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2015,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2015,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
